,news_time,news_title,news_link,news_tag
22,2022-09-06,Pfizer Invites Public to View and Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-11,Financial
23,2022-09-06,Pfizer Invites Public to View and Listen to a Webcast of Pfizer Discussion on Climate Action,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-10,Financial
24,2022-09-01,Pfizer Invites Public to View and Listen to Two Webcasts of Pfizer Discussions at Healthcare Conferences,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-two-webcasts-pfizer,Financial
25,2022-09-01,Pfizer and BioNTech Receive Positive CHMP Opinion for Omicron BA.1-Adapted Bivalent COVID-19 Vaccine Booster in European Union,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-receive-positive-chmp-opinion-omicron,Vaccines
26,2022-08-31,Pfizer and BioNTech Granted FDA Emergency Use Authorization of Omicron BA.4/BA.5-Adapted Bivalent COVID-19 Vaccine Booster for Ages 12 Years and Older,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-granted-fda-emergency-use-authorization,Vaccines
27,2022-08-26,Pfizer and BioNTech Complete Submission to European Medicines Agency for Omicron BA.4/BA.5 Adapted Bivalent Vaccine,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-complete-submission-european-medicines,Vaccines
28,2022-08-25,Pfizer Announces Positive Top-Line Data from Phase 3 Trial of Older Adults for its Bivalent Respiratory Syncytial Virus (RSV) Vaccine Candidate,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-announces-positive-top-line-data-phase-3-trial-older,Vaccines
29,2022-08-23,Pfizer and BioNTech Announce Updated COVID-19 Vaccine Data Supporting Efficacy in Children 6 Months through 4 Years of Age,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-announce-updated-covid-19-vaccine-data,Vaccines
30,2022-08-22,Pfizer and BioNTech Submit Application to U.S. FDA for Emergency Use Authorization of Omicron BA.4/BA.5-Adapted Bivalent COVID-19 Vaccine,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-submit-application-us-fda-emergency-use,Vaccines
31,2022-08-19,Pfizer Invites Public to View and Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-9,Financial
32,2022-08-12,Pfizer Announces Positive Top-Line Results from Phase 3 Study of 20-Valent Pneumococcal Conjugate Vaccine in Infants,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-announces-positive-top-line-results-phase-3-study-20,Vaccines
33,2022-08-08,Pfizer and Valneva Initiate Phase 3 Study of Lyme Disease Vaccine Candidate VLA15,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-valneva-initiate-phase-3-study-lyme-disease,Research and Pipeline
34,2022-08-08,Pfizer to Acquire Global Blood Therapeutics for $5.4 Billion to Enhance Presence in Rare Hematology,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-acquire-global-blood-therapeutics-54-billion-enhance,Financial
35,2022-08-05,"Myovant Sciences and Pfizer Receive U.S. FDA Approval of MYFEMBREE®, a Once-Daily Treatment for the Management of Moderate to Severe Pain Associated With Endometriosis",https://www.pfizer.com//news/press-release/press-release-detail/myovant-sciences-and-pfizer-receive-us-fda-approval,Prescription Medicines
36,2022-07-28,PFIZER REPORTS SECOND-QUARTER 2022 RESULTS,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-reports-second-quarter-2022-results,Financial
37,2022-06-30,Pfizer Announces Submission of New Drug Application to the U.S. FDA for PAXLOVID™,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-announces-submission-new-drug-application-us-fda,Prescription Medicines
38,2022-06-29,Pfizer and BioNTech Announce New Agreement with U.S. Government to Provide Additional Doses of COVID-19 Vaccine,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-announce-new-agreement-us-government,Vaccines
39,2022-06-28,Roivant and Pfizer Unveil Priovant Therapeutics and Ongoing Registrational Studies for Oral Brepocitinib in Dermatomyositis and Lupus,https://www.pfizer.com//news/press-release/press-release-detail/roivant-and-pfizer-unveil-priovant-therapeutics-and-ongoing,Financial
40,2022-06-25,Pfizer and BioNTech Announce Omicron-Adapted COVID-19 Vaccine Candidates Demonstrate High Immune Response Against Omicron,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-announce-omicron-adapted-covid-19,Vaccines
41,2022-06-24,Pfizer Invites Public to View and Listen to Webcast of July 28 Conference Call with Analysts,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-july-28-0,Financial
42,2022-06-23,Valneva and Pfizer Announce Closing of Equity Investment,https://www.pfizer.com//news/press-release/press-release-detail/valneva-and-pfizer-announce-closing-equity-investment,Financial
43,2022-06-23,Pfizer Declares Third-Quarter 2022 Dividend,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-declares-third-quarter-2022-dividend,Financial
44,2022-06-20,Valneva and Pfizer Enter into an Equity Subscription Agreement and Update Terms of Collaboration Agreement for Lyme Disease Vaccine Candidate VLA15,https://www.pfizer.com//news/press-release/press-release-detail/valneva-and-pfizer-enter-equity-subscription-agreement-and,Vaccines
45,2022-06-17,Pfizer-BioNTech COVID-19 Vaccine Receives FDA Emergency Use Authorization for Children 6 Months through 4 Years of Age,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-biontech-covid-19-vaccine-receives-fda-emergency-use,Vaccines
46,2022-06-17,Myovant Sciences and Pfizer Announce Publication in The Lancet of Phase 3 SPIRIT 1 and SPIRIT 2 Studies of Once-Daily Relugolix Combination Therapy in Women With Endometriosis-Associated Pain,https://www.pfizer.com//news/press-release/press-release-detail/myovant-sciences-and-pfizer-announce-publication-lancet,Research and Pipeline
47,2022-06-14,Pfizer Reports Additional Data on PAXLOVID™ Supporting Upcoming New Drug Application Submission to U.S. FDA,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-reports-additional-data-paxlovidtm-supporting,Prescription Medicines
48,2022-06-09,Pfizer Completes Acquisition of ReViral,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-completes-acquisition-reviral,Financial
49,2022-06-09,Pfizer Invites Public to View and Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-8,Finance
50,2022-06-08,Pfizer Invites Public to View and Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-7,Finance
51,2022-06-06,Pfizer to Invest $120 Million to Produce COVID-19 Oral Treatment in the U.S.,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invest-120-million-produce-covid-19-oral-treatment,Financial
52,2022-06-04,"Pfizer Announces Overall Survival Results from Phase 3 PALOMA-2 Trial of IBRANCE® (palbociclib) for the First-Line Treatment of ER+, HER2- Metastatic Breast Cancer",https://www.pfizer.com//news/press-release/press-release-detail/pfizer-announces-overall-survival-results-phase-3-paloma-2,Prescription Medicines
53,2022-06-02,Myovant Sciences and Pfizer Announce FDA Acceptance of Supplemental New Drug Application for MYFEMBREE®,https://www.pfizer.com//news/press-release/press-release-detail/myovant-sciences-and-pfizer-announce-fda-acceptance-1,Medicines
54,2022-06-01,Pfizer Provides Update on Ownership Interest in Haleon,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-provides-update-ownership-interest-haleon,Investments
55,2022-05-31,Pfizer Invites Public to View and Listen to a Webcast of Pfizer Discussion on Expanding Access & Affordability,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-6,Finance
56,2022-05-25,Pfizer Invites Public to View and Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-5,Finance
57,2022-05-25,Pfizer Launches ‘An Accord for a Healthier World’ to Improve Health Equity for 1.2 Billion People Living in 45 Lower-Income Countries,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-launches-accord-healthier-world-improve-health,Responsibility
58,2022-05-23,"Pfizer-BioNTech COVID-19 Vaccine Demonstrates Strong Immune Response, High Efficacy and Favorable Safety in Children 6 Months to Under 5 Years of Age Following Third Dose",https://www.pfizer.com//news/press-release/press-release-detail/pfizer-biontech-covid-19-vaccine-demonstrates-strong-immune,Vaccines
59,2022-05-17,Pfizer and BioNTech Granted U.S. Emergency Use Authorization for Booster Dose of Their COVID-19 Vaccine in Children 5 Through 11 Years of Age,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-granted-us-emergency-use-authorization,Vaccines
60,2022-05-13,Pfizer and BioNTech Provide Update on COVID-19 Vaccine Supply Agreement with European Commission,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-provide-update-covid-19-vaccine-supply,Vaccines
61,2022-05-10,Pfizer to Acquire Biohaven Pharmaceuticals,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-acquire-biohaven-pharmaceuticals,Investments
62,2022-05-06,Myovant Sciences and Pfizer Provide Update on Supplemental New Drug Application (sNDA) for MYFEMBREE® for the Management of Moderate to Severe Pain Associated With Endometriosis,https://www.pfizer.com//news/press-release/press-release-detail/myovant-sciences-and-pfizer-provide-update-supplemental-0,Medicines
63,2022-05-03,Pfizer Reports First-Quarter 2022 Results,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-reports-first-quarter-2022-results,Finance
64,2022-04-28,Pfizer Announces 2022 Shareholder Meeting Preliminary Results,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-announces-2022-shareholder-meeting-preliminary,Finance
65,2022-04-28,Pfizer Declares Second-Quarter 2022 Dividend,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-declares-second-quarter-2022-dividend,Finance
66,2022-04-27,Pfizer and Biohaven’s VYDURA® (Rimegepant) Granted First Ever Marketing Authorization by European Commission for Both Acute Treatment of Migraine and Prophylaxis of Episodic Migraine,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biohavens-vydurar-rimegepant-granted-first-ever,Medicines
67,2022-04-26,Valneva and Pfizer Report Positive Phase 2 Pediatric Data for Lyme Disease Vaccine Candidate,https://www.pfizer.com//news/press-release/press-release-detail/valneva-and-pfizer-report-positive-phase-2-pediatric-data,Partnerships
68,2022-04-19,Pfizer Invites Shareholders to Attend Virtual-Only 2022 Annual Meeting of Shareholders on April 28,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-shareholders-attend-virtual-only-2022-annual,Finance
69,2022-04-14,Pfizer and BioNTech Announce Data Demonstrating High Immune Response Following a Booster Dose of their COVID-19 Vaccine in Children 5 Through 11 Years of Age,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-announce-data-demonstrating-high-immune,COVID-19
70,2022-04-12,Myovant Sciences and Pfizer Provide Update on Supplemental New Drug Application for MYFEMBREE® for the Management of Moderate to Severe Pain Associated with Endometriosis,https://www.pfizer.com//news/press-release/press-release-detail/myovant-sciences-and-pfizer-provide-update-supplemental-new,Medicines
71,2022-04-11,Pfizer Names David M. Denton Chief Financial Officer,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-names-david-m-denton-chief-financial-officer,Leadership
72,2022-04-07,Pfizer to Acquire ReViral and Its Respiratory Syncytial Virus Therapeutic Candidates,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-acquire-reviral-and-its-respiratory-syncytial-virus,Investments
73,2022-03-29,Pfizer and BioNTech Receive Expanded U.S. Emergency Use Authorization for an Additional COVID-19 Vaccine Booster in Individuals Aged 50 Years and Older,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-receive-expanded-us-emergency-use,COVID-19
74,2022-03-29,"Pfizer Announces Positive Top-line Results from Yearlong Phase 3 Trial of Etrasimod in Ulcerative Colitis, Underscoring Best-in-Class Potential",https://www.pfizer.com//news/press-release/press-release-detail/pfizer-announces-positive-top-line-results-yearlong-phase-3,Medicines
75,2022-03-24,Pfizer Granted FDA Breakthrough Therapy Designation for Respiratory Syncytial Virus Vaccine Candidate for the Prevention of RSV in Older Adults,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-granted-fda-breakthrough-therapy-designation-0,Vaccines
76,2022-03-23,Pfizer Announces Positive Top-Line Results for Phase 3 Trial of Etrasimod in Ulcerative Colitis Patients,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-announces-positive-top-line-results-phase-3-trial,Medicines
77,2022-03-22,Pfizer to Supply UNICEF up to 4 Million Treatment Courses of Novel COVID-19 Oral Treatment for Low- and Middle-Income Countries,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-supply-unicef-4-million-treatment-courses-novel,COVID-19
78,2022-03-11,Pfizer Completes Acquisition of Arena Pharmaceuticals,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-completes-acquisition-arena-pharmaceuticals,Financial
79,2022-03-09,Pfizer Initiates Phase 2/3 Study of Novel COVID-19 Oral Treatment in Pediatric Participants,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-initiates-phase-23-study-novel-covid-19-oral,Vaccines
80,2022-03-08,Pfizer Invites Public to View and Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-4,Finance
81,2022-02-28,Pfizer Invites Public to View and Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-3,Finance
82,2022-02-22,Pfizer Invites Public to View and Listen to Webcast of Pfizer Keynote Presentation at Healthcare Conference,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-2,Finance
83,2022-02-14,Biohaven and Pfizer Announce Positive Top-Line Results of Pivotal Trial of Rimegepant for the Acute Treatment of Migraine in China and South Korea,https://www.pfizer.com//news/press-release/press-release-detail/biohaven-and-pfizer-announce-positive-top-line-results,Research
84,2022-02-11,Pfizer and BioNTech Provide Update on Rolling Submission for Emergency Use Authorization of Their COVID-19 Vaccine in Children 6 Months Through 4 Years of Age,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-provide-update-rolling-submission,COVID-19
85,2022-02-09,Pfizer Invites Public to Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-listen-webcast-pfizer-discussion-11,Finance
86,2022-02-08,Pfizer Reports Fourth-Quarter and Full-Year 2021 Results,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-reports-fourth-quarter-and-full-year-2021-results,Finance
87,2022-02-04,Valneva and Pfizer Report Further Positive Phase 2 Data for Lyme Disease Vaccine Candidate,https://www.pfizer.com//news/press-release/press-release-detail/valneva-and-pfizer-report-further-positive-phase-2-data,Research
88,2022-02-01,Pfizer and BioNTech Initiate Rolling Submission for Emergency Use Authorization of Their COVID-19 Vaccine in Children 6 Months Through 4 Years of Age Following Request From U.S. FDA,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-initiate-rolling-submission-emergency,COVID-19
89,2022-02-01,Pfizer Announces New Chief Development Officer,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-announces-new-chief-development-officer,Leadership
90,2022-02-01,Pfizer Invites Public to View and Listen to a Webcast with Pfizer Director Joseph Echevarria to Discuss Board Oversight of ESG,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-pfizer-0,Responsibility
91,2022-01-31,Pfizer and Ionis Announce Discontinuation of Vupanorsen Clinical Development Program,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-ionis-announce-discontinuation-vupanorsen,Partnerships
92,2022-01-28,European Commission Approves LORVIQUA® (lorlatinib) as a First-Line Treatment for ALK-Positive Advanced Lung Cancer,https://www.pfizer.com//news/press-release/press-release-detail/european-commission-approves-lorviquar-lorlatinib-first,Medicines
93,2022-01-27,Pfizer Receives CHMP Positive Opinion for Novel COVID-19 Oral Treatment,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-receives-chmp-positive-opinion-novel-covid-19-oral,COVID-19
94,2022-01-25,Pfizer and BioNTech Initiate Study to Evaluate Omicron-Based COVID-19 Vaccine in Adults 18 to 55 Years of Age,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-initiate-study-evaluate-omicron-based,COVID-19
95,2022-01-24,Pfizer and BioNTech Publish Data from Two Laboratory Studies on COVID-19 Vaccine-induced Antibodies Ability to Neutralize SARS-CoV-2 Omicron Variant,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-publish-data-two-laboratory-studies,COVID-19
96,2022-01-21,Pfizer and OPKO Provide Update on the Biologics License Application for Somatrogon for Pediatric Growth Hormone Deficiency,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-opko-provide-update-biologics-license,Medicines
97,2022-01-18,Pfizer Shares In Vitro Efficacy of Novel COVID-19 Oral Treatment Against Omicron Variant,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-shares-vitro-efficacy-novel-covid-19-oral-treatment,COVID-19
98,2022-01-14,U.S. FDA Approves Pfizer’s CIBINQO® (abrocitinib) for Adults with Moderate-to-Severe Atopic Dermatitis,https://www.pfizer.com//news/press-release/press-release-detail/us-fda-approves-pfizers-cibinqor-abrocitinib-adults,Medicines
99,2022-01-12,Positive Top-Line Results of Pfizer’s Phase 3 Study Exploring Coadministration of PREVNAR 20™ With Pfizer-BioNTech COVID-19 Vaccine in Older Adults Released,https://www.pfizer.com//news/press-release/press-release-detail/positive-top-line-results-pfizers-phase-3-study-exploring-0,COVID-19
100,2022-01-10,Pfizer Enters into Agreement with Acuitas Therapeutics for Lipid Nanoparticle Delivery System for Use in mRNA Vaccines and Therapeutics,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-enters-agreement-acuitas-therapeutics-lipid,Research
101,2022-01-10,Pfizer and Beam Enter Exclusive Multi-Target Research Collaboration to Advance Novel In Vivo Base Editing Programs for a Range of Rare Diseases,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-beam-enter-exclusive-multi-target-research,Partnerships
102,2022-01-05,Biohaven and Pfizer Complete Collaboration Transaction for Commercialization of Rimegepant and Zavegepant Outside United States,https://www.pfizer.com//news/press-release/press-release-detail/biohaven-and-pfizer-complete-collaboration-transaction,Partnerships
103,2022-01-05,Pfizer and BioNTech Sign New Global Collaboration Agreement to Develop First mRNA-based Shingles Vaccine,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-sign-new-global-collaboration-agreement,Partnerships
104,2022-01-04,Pfizer to Provide U.S. Government with an Additional 10 Million Treatment Courses of its Oral Therapy to Help Combat COVID-19,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-provide-us-government-additional-10-million,COVID-19
105,2022-01-04,Pfizer Invites Public to Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-listen-webcast-pfizer-discussion-10,Finance
106,2022-01-03,Pfizer and BioNTech Receive U.S. FDA Emergency Use Authorization of COVID-19 Vaccine Booster for Individuals 12 Years of Age and Older,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-and-biontech-receive-us-fda-emergency-use-0,COVID-19
107,2021-12-30,Pfizer Invites Public to Listen to Webcast of Pfizer Discussion at Healthcare Conference,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-listen-webcast-pfizer-discussion-9,Finance
108,2021-12-28,Pfizer Invites Public to View and Listen to Webcast of February 8 Conference Call with Analysts,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invites-public-view-and-listen-webcast-february-8,Finance
109,2021-12-22,Pfizer Receives U.S. FDA Emergency Use Authorization for Novel COVID-19 Oral Antiviral Treatment,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-receives-us-fda-emergency-use-authorization-novel,COVID-19
110,2021-12-22,Pfizer to Provide the United Kingdom an Additional 2.5 Million Treatment Courses of Investigational Oral Antiviral Candidate to Help Combat COVID-19,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-provide-united-kingdom-additional-25-million,COVID-19
111,2021-12-20,"Pfizer’s VYNDAQEL®/VYNDAMAX® Reduced the Risk of All-Cause Mortality by 41% Among Patients with Transthyretin Amyloid Cardiomyopathy, Five-Year Follow-Up Data Demonstrate",https://www.pfizer.com//news/press-release/press-release-detail/pfizers-vyndaqelrvyndamaxr-reduced-risk-all-cause-mortality,Medicines
112,2021-12-17,"EMA Adopts a Positive CHMP Opinion for Pfizer’s and OPKO’s Somatrogon, a Long-Acting Treatment for Pediatric Growth Hormone Deficiency",https://www.pfizer.com//news/press-release/press-release-detail/ema-adopts-positive-chmp-opinion-pfizers-and-opkos,Medicines
113,2021-12-17,CHMP Issues Positive Opinion for Pfizer’s 20-Valent Pneumococcal Conjugate Vaccine for the Prevention of Vaccine-Type Pneumococcal Pneumonia in Adults,https://www.pfizer.com//news/press-release/press-release-detail/chmp-issues-positive-opinion-pfizers-20-valent-pneumococcal,Vaccines
114,2021-12-17,Pfizer Receives Positive CHMP Opinion for LORVIQUA® (lorlatinib) as First-Line Treatment for ALK-Positive Advanced Lung Cancer,https://www.pfizer.com//news/press-release/press-release-detail/pfizer-receives-positive-chmp-opinion-lorviquar-lorlatinib,Medicines
115,2021-12-16,EMA Issues Advice for Potential Early Use of Pfizer’s Novel COVID-19 Oral Antiviral Candidate,https://www.pfizer.com//news/press-release/press-release-detail/ema-issues-advice-potential-early-use-pfizers-novel-covid,COVID-19
116,2021-12-15,"Pfizer Invests $68.5 Million in New State-of-the-Art Facility in Durham, North Carolina to Further Advance Gene Therapy Capabilities",https://www.pfizer.com//news/press-release/press-release-detail/pfizer-invests-685-million-new-state-art-facility-durham,Research
117,2021-12-14,U.S. FDA Approves Pfizer’s XELJANZ® (tofacitinib) for the Treatment of Active Ankylosing Spondylitis,https://www.pfizer.com//news/press-release/press-release-detail/us-fda-approves-pfizers-xeljanzr-tofacitinib-treatment-0,Medicines
