,date,Pfizer,COVID-19,Vaccines
2020-02-11,,1,1.0,1.0
2020-02-12,,1,2.0,1.0
2020-02-13,,1,2.0,1.0
2020-02-14,,1,2.0,1.0
2020-02-15,,0,2.0,1.0
2020-02-16,,0,2.0,1.0
2020-02-17,,1,2.0,1.0
2020-02-18,,1,2.0,1.0
2020-02-19,,1,2.0,1.0
2020-02-20,,1,2.0,1.0
2020-02-21,,1,2.0,1.0
2020-02-22,,0,2.0,1.0
2020-02-23,,0,3.0,1.0
2020-02-24,,1,4.0,1.0
2020-02-25,,1,5.0,1.0
2020-02-26,,1,6.0,1.0
2020-02-27,,1,6.0,1.0
2020-02-28,,1,7.0,1.0
2020-02-29,,0,5.0,1.0
2020-03-01,,0,5.0,1.0
2020-03-02,,1,8.0,1.0
2020-03-03,,1,7.0,1.0
2020-03-04,,1,8.0,1.0
2020-03-05,,1,10.0,1.0
2020-03-06,,1,11.0,1.0
2020-03-07,,0,10.0,1.0
2020-03-08,,0,10.0,1.0
2020-03-09,,1,18.0,1.0
2020-03-10,,1,21.0,1.0
2020-03-11,,1,27.0,2.0
2020-03-12,,1,47.0,2.0
2020-03-13,,1,52.0,2.0
2020-03-14,,1,47.0,2.0
2020-03-15,,1,52.0,2.0
2020-03-16,,1,76.0,2.0
2020-03-17,,1,71.0,2.0
2020-03-18,,1,72.0,2.0
2020-03-19,,1,72.0,2.0
2020-03-20,,1,77.0,2.0
2020-03-21,,1,69.0,2.0
2020-03-22,,0,71.0,2.0
2020-03-23,,1,83.0,2.0
2020-03-24,,1,79.0,2.0
2020-03-25,,1,84.0,1.0
2020-03-26,,1,95.0,2.0
2020-03-27,,1,100.0,1.0
2020-03-28,,0,84.0,1.0
2020-03-29,,0,78.0,2.0
2020-03-30,,1,82.0,2.0
2020-03-31,,1,78.0,2.0
2020-04-01,,1,81.0,2.0
2020-04-02,,1,82.0,2.0
2020-04-03,,1,82.0,2.0
2020-04-04,,0,76.0,2.0
2020-04-05,,0,71.0,2.0
2020-04-06,,1,80.0,2.0
2020-04-07,,1,74.0,2.0
2020-04-08,,1,69.0,2.0
2020-04-09,,1,69.0,2.0
2020-04-10,,1,66.0,2.0
2020-04-11,,1,61.0,2.0
2020-04-12,,0,57.0,2.0
2020-04-13,,1,65.0,2.0
2020-04-14,,1,60.0,2.0
2020-04-15,,1,59.0,2.0
2020-04-16,,1,59.0,2.0
2020-04-17,,1,53.0,2.0
2020-04-18,,0,51.0,2.0
2020-04-19,,0,50.0,2.0
2020-04-20,,1,52.0,2.0
2020-04-21,,1,50.0,2.0
2020-04-22,,1,51.0,2.0
2020-04-23,,1,54.0,2.0
2020-04-24,,1,49.0,2.0
2020-04-25,,0,45.0,2.0
2020-04-26,,0,44.0,2.0
2020-04-27,,1,46.0,2.0
2020-04-28,,1,48.0,2.0
2020-04-29,,2,46.0,2.0
2020-04-30,,2,46.0,2.0
2020-05-01,,1,47.0,2.0
2020-05-02,,1,41.0,2.0
2020-05-03,,1,43.0,2.0
2020-05-04,,1,47.0,2.0
2020-05-05,,2,45.0,2.0
2020-05-06,,2,43.0,2.0
2020-05-07,,1,44.0,2.0
2020-05-08,,1,45.0,2.0
2020-05-09,,1,49.0,2.0
2020-05-10,,1,44.0,2.0
2020-05-11,,1,48.0,2.0
2020-05-12,,1,49.0,2.0
2020-05-13,,1,44.0,2.0
2020-05-14,,1,46.0,2.0
2020-05-15,,1,42.0,2.0
2020-05-16,,1,39.0,2.0
2020-05-17,,1,41.0,2.0
2020-05-18,,1,45.0,2.0
2020-05-19,,1,41.0,2.0
2020-05-20,,1,40.0,2.0
2020-05-21,,1,42.0,2.0
2020-05-22,,1,40.0,2.0
2020-05-23,,0,36.0,2.0
2020-05-24,,0,36.0,1.0
2020-05-25,,1,36.0,1.0
2020-05-26,,1,38.0,1.0
2020-05-27,,1,38.0,1.0
2020-05-28,,1,39.0,1.0
2020-05-29,,1,37.0,1.0
2020-05-30,,1,33.0,1.0
2020-05-31,,1,35.0,1.0
2020-06-01,,1,37.0,1.0
2020-06-02,,1,36.0,1.0
2020-06-03,,1,37.0,1.0
2020-06-04,,1,40.0,1.0
2020-06-05,,1,38.0,1.0
2020-06-06,,0,36.0,1.0
2020-06-07,,0,37.0,1.0
2020-06-08,,1,40.0,1.0
2020-06-09,,1,41.0,1.0
2020-06-10,,1,42.0,1.0
2020-06-11,,1,42.0,2.0
2020-06-12,,1,42.0,1.0
2020-06-13,,1,40.0,1.0
2020-06-14,,1,39.0,1.0
2020-06-15,,1,42.0,1.0
2020-06-16,,1,42.0,1.0
2020-06-17,,1,44.0,1.0
2020-06-18,,1,43.0,1.0
2020-06-19,,1,47.0,1.0
2020-06-20,,0,47.0,1.0
2020-06-21,,0,43.0,1.0
2020-06-22,,1,45.0,1.0
2020-06-23,,1,41.0,1.0
2020-06-24,,1,42.0,1.0
2020-06-25,,1,42.0,1.0
2020-06-26,,1,42.0,1.0
2020-06-27,,0,38.0,1.0
2020-06-28,,0,38.0,1.0
2020-06-29,,1,41.0,1.0
2020-06-30,,1,39.0,1.0
2020-06-30,,0,10.0,0.0
2020-07-01,,1,10.0,0.0
2020-07-02,,1,11.0,0.0
2020-07-03,,0,10.0,0.0
2020-07-04,,0,10.0,0.0
2020-07-05,,0,10.0,0.0
2020-07-06,,0,11.0,0.0
2020-07-07,,0,10.0,0.0
2020-07-08,,0,11.0,0.0
2020-07-09,,0,11.0,0.0
2020-07-10,,0,11.0,0.0
2020-07-11,,0,10.0,0.0
2020-07-12,,0,11.0,0.0
2020-07-13,,1,11.0,0.0
2020-07-14,,0,12.0,0.0
2020-07-15,,0,11.0,1.0
2020-07-16,,0,11.0,0.0
2020-07-17,,0,11.0,0.0
2020-07-18,,0,11.0,0.0
2020-07-19,,0,11.0,0.0
2020-07-20,,0,12.0,1.0
2020-07-21,,0,11.0,0.0
2020-07-22,,2,11.0,0.0
2020-07-23,,1,10.0,0.0
2020-07-24,,1,11.0,0.0
2020-07-25,,0,10.0,0.0
2020-07-26,,0,10.0,0.0
2020-07-27,,1,10.0,0.0
2020-07-28,,1,12.0,0.0
2020-07-29,,1,10.0,0.0
2020-07-30,,1,11.0,0.0
2020-07-31,,0,11.0,0.0
2020-08-01,,0,10.0,0.0
2020-08-02,,0,9.0,0.0
2020-08-03,,0,10.0,0.0
2020-08-04,,0,12.0,0.0
2020-08-05,,0,100.0,0.0
2020-08-06,,0,24.0,0.0
2020-08-07,,0,10.0,0.0
2020-08-08,,0,10.0,0.0
2020-08-09,,0,9.0,0.0
2020-08-10,,0,10.0,0.0
2020-08-11,,0,10.0,1.0
2020-08-12,,0,10.0,0.0
2020-08-13,,0,9.0,0.0
2020-08-14,,0,9.0,0.0
2020-08-15,,0,8.0,0.0
2020-08-16,,0,8.0,0.0
2020-08-17,,0,9.0,0.0
2020-08-18,,0,8.0,0.0
2020-08-19,,0,8.0,0.0
2020-08-20,,0,8.0,0.0
2020-08-21,,0,7.0,0.0
2020-08-22,,0,8.0,0.0
2020-08-23,,0,7.0,0.0
2020-08-24,,0,8.0,0.0
2020-08-25,,0,7.0,0.0
2020-08-26,,0,8.0,0.0
2020-08-27,,0,8.0,0.0
2020-08-28,,0,7.0,0.0
2020-08-29,,0,7.0,0.0
2020-08-30,,0,8.0,0.0
2020-08-31,,0,8.0,0.0
2020-09-01,,0,8.0,0.0
2020-09-02,,0,8.0,0.0
2020-09-03,,0,8.0,0.0
2020-09-04,,0,8.0,0.0
2020-09-05,,0,7.0,0.0
2020-09-06,,0,7.0,0.0
2020-09-07,,0,8.0,0.0
2020-09-08,,0,8.0,0.0
2020-09-09,,0,8.0,0.0
2020-09-10,,0,7.0,0.0
2020-09-11,,0,7.0,0.0
2020-09-12,,0,7.0,0.0
2020-09-13,,0,7.0,0.0
2020-09-14,,1,7.0,0.0
2020-09-15,,0,8.0,0.0
2020-09-16,,0,26.0,0.0
2020-09-17,,0,20.0,0.0
2020-09-18,,0,8.0,0.0
2020-09-19,,0,7.0,0.0
2020-09-20,,0,7.0,0.0
2020-09-21,,0,8.0,0.0
2020-09-22,,0,8.0,0.0
2020-09-23,,0,8.0,0.0
2020-09-24,,0,8.0,0.0
2020-09-25,,0,7.0,0.0
2020-09-26,,0,7.0,0.0
2020-09-27,,0,7.0,0.0
2020-09-28,,0,7.0,0.0
2020-09-29,,0,7.0,0.0
2020-09-30,,0,7.0,0.0
2020-10-01,,0,7.0,0.0
2020-10-02,,0,7.0,0.0
2020-10-03,,0,5.0,0.0
2020-10-04,,0,5.0,0.0
2020-10-05,,0,6.0,0.0
2020-10-06,,0,6.0,0.0
2020-10-07,,0,6.0,0.0
2020-10-08,,0,6.0,0.0
2020-10-09,,0,5.0,0.0
2020-10-10,,0,5.0,0.0
2020-10-11,,0,5.0,0.0
2020-10-12,,0,6.0,0.0
2020-10-13,,0,5.0,0.0
2020-10-14,,0,6.0,0.0
2020-10-15,,0,6.0,0.0
2020-10-16,,1,5.0,0.0
2020-10-17,,0,5.0,0.0
2020-10-18,,0,5.0,0.0
2020-10-19,,1,6.0,0.0
2020-10-20,,0,6.0,0.0
2020-10-21,,0,6.0,0.0
2020-10-22,,0,6.0,0.0
2020-10-23,,0,5.0,0.0
2020-10-24,,0,5.0,0.0
2020-10-25,,0,5.0,0.0
2020-10-26,,0,6.0,0.0
2020-10-27,,0,6.0,0.0
2020-10-28,,0,6.0,0.0
2020-10-29,,0,6.0,0.0
2020-10-30,,0,6.0,0.0
2020-10-31,,0,5.0,0.0
2020-11-01,,0,5.0,0.0
2020-11-02,,0,6.0,0.0
2020-11-03,,0,5.0,0.0
2020-11-04,,0,5.0,0.0
2020-11-05,,0,5.0,0.0
2020-11-06,,0,5.0,0.0
2020-11-07,,0,4.0,0.0
2020-11-08,,0,4.0,0.0
2020-11-09,,20,6.0,1.0
2020-11-10,,13,6.0,1.0
2020-11-11,,6,6.0,0.0
2020-11-12,,4,6.0,1.0
2020-11-13,,3,6.0,0.0
2020-11-14,,2,5.0,0.0
2020-11-15,,2,5.0,0.0
2020-11-16,,3,6.0,1.0
2020-11-17,,2,6.0,1.0
2020-11-18,,4,6.0,1.0
2020-11-19,,2,6.0,1.0
2020-11-20,,2,6.0,1.0
2020-11-21,,2,5.0,0.0
2020-11-22,,1,5.0,0.0
2020-11-23,,2,6.0,1.0
2020-11-24,,2,5.0,1.0
2020-11-25,,1,6.0,1.0
2020-11-26,,1,5.0,0.0
2020-11-27,,1,5.0,0.0
2020-11-28,,1,4.0,0.0
2020-11-29,,1,4.0,0.0
2020-11-30,,2,5.0,1.0
2020-12-01,,2,5.0,1.0
2020-12-02,,6,5.0,1.0
2020-12-03,,4,5.0,1.0
2020-12-04,,3,5.0,1.0
2020-12-05,,2,5.0,1.0
2020-12-06,,2,4.0,1.0
2020-12-07,,2,5.0,1.0
2020-12-08,,5,5.0,1.0
2020-12-09,,6,6.0,1.0
2020-12-10,,5,5.0,1.0
2020-12-11,,5,5.0,1.0
2020-12-12,,5,5.0,1.0
2020-12-13,,3,5.0,1.0
2020-12-14,,5,5.0,1.0
2020-12-15,,4,6.0,1.0
2020-12-16,,4,5.0,1.0
2020-12-17,,4,5.0,1.0
2020-12-18,,4,5.0,1.0
2020-12-19,,3,5.0,1.0
2020-12-20,,2,5.0,1.0
2020-12-21,,4,6.0,1.0
2020-12-22,,3,5.0,1.0
2020-12-23,,3,6.0,1.0
2020-12-24,,2,4.0,1.0
2020-12-25,,2,4.0,1.0
2020-12-26,,2,4.0,1.0
2020-12-27,,3,4.0,1.0
2020-12-28,,3,5.0,1.0
2020-12-29,,3,5.0,1.0
2020-12-30,,3,6.0,2.0
2020-12-31,,2,5.0,1.0
2021-01-01,,2,5.0,1.0
2021-01-01,,3,6.0,2.0
2021-01-02,,3,6.0,2.0
2021-01-03,,3,7.0,2.0
2021-01-04,,3,8.0,3.0
2021-01-05,,4,8.0,2.0
2021-01-06,,4,7.0,2.0
2021-01-07,,4,7.0,2.0
2021-01-08,,5,7.0,2.0
2021-01-09,,3,6.0,2.0
2021-01-10,,3,6.0,2.0
2021-01-11,,4,7.0,2.0
2021-01-12,,4,8.0,2.0
2021-01-13,,4,8.0,3.0
2021-01-14,,5,8.0,3.0
2021-01-15,,5,8.0,3.0
2021-01-16,,6,7.0,3.0
2021-01-17,,5,6.0,2.0
2021-01-18,,5,7.0,3.0
2021-01-19,,5,8.0,3.0
2021-01-20,,5,8.0,2.0
2021-01-21,,5,7.0,3.0
2021-01-22,,4,7.0,3.0
2021-01-23,,3,6.0,2.0
2021-01-24,,3,6.0,2.0
2021-01-25,,4,7.0,3.0
2021-01-26,,4,7.0,3.0
2021-01-27,,4,7.0,3.0
2021-01-28,,4,7.0,3.0
2021-01-29,,4,7.0,3.0
2021-01-30,,3,6.0,3.0
2021-01-31,,3,6.0,2.0
2021-02-01,,3,7.0,3.0
2021-02-02,,4,7.0,3.0
2021-02-03,,4,8.0,3.0
2021-02-04,,4,8.0,3.0
2021-02-05,,3,7.0,2.0
2021-02-06,,3,6.0,2.0
2021-02-07,,3,6.0,2.0
2021-02-08,,3,8.0,2.0
2021-02-09,,3,7.0,2.0
2021-02-10,,3,7.0,3.0
2021-02-11,,3,7.0,2.0
2021-02-12,,3,7.0,3.0
2021-02-13,,3,6.0,2.0
2021-02-14,,3,6.0,2.0
2021-02-15,,3,7.0,2.0
2021-02-16,,3,7.0,2.0
2021-02-17,,3,7.0,2.0
2021-02-18,,4,7.0,2.0
2021-02-19,,4,7.0,2.0
2021-02-20,,3,6.0,2.0
2021-02-21,,3,6.0,2.0
2021-02-22,,4,8.0,2.0
2021-02-23,,4,8.0,2.0
2021-02-24,,4,7.0,2.0
2021-02-25,,5,7.0,3.0
2021-02-26,,5,7.0,3.0
2021-02-27,,4,6.0,2.0
2021-02-28,,3,7.0,2.0
2021-03-01,,4,8.0,3.0
2021-03-02,,4,8.0,3.0
2021-03-03,,5,8.0,3.0
2021-03-04,,5,8.0,3.0
2021-03-05,,5,7.0,3.0
2021-03-06,,4,7.0,3.0
2021-03-07,,4,7.0,3.0
2021-03-08,,4,8.0,3.0
2021-03-09,,5,8.0,3.0
2021-03-10,,5,8.0,3.0
2021-03-11,,7,8.0,3.0
2021-03-12,,7,8.0,3.0
2021-03-13,,6,7.0,3.0
2021-03-14,,5,6.0,3.0
2021-03-15,,7,7.0,3.0
2021-03-16,,7,8.0,3.0
2021-03-17,,6,8.0,3.0
2021-03-18,,7,8.0,3.0
2021-03-19,,6,8.0,3.0
2021-03-20,,5,7.0,2.0
2021-03-21,,5,7.0,3.0
2021-03-22,,6,8.0,3.0
2021-03-23,,6,9.0,3.0
2021-03-24,,7,8.0,3.0
2021-03-25,,7,9.0,3.0
2021-03-26,,7,8.0,3.0
2021-03-27,,6,7.0,2.0
2021-03-28,,5,7.0,2.0
2021-03-29,,6,9.0,3.0
2021-03-30,,7,9.0,3.0
2021-03-31,,8,8.0,3.0
2021-04-01,,9,8.0,3.0
2021-04-02,,8,9.0,3.0
2021-04-03,,6,8.0,2.0
2021-04-04,,6,8.0,2.0
2021-04-05,,7,12.0,3.0
2021-04-06,,8,100.0,3.0
2021-04-07,,9,26.0,3.0
2021-04-08,,9,10.0,3.0
2021-04-09,,8,9.0,3.0
2021-04-10,,8,8.0,2.0
2021-04-11,,8,8.0,2.0
2021-04-12,,9,10.0,3.0
2021-04-13,,11,9.0,3.0
2021-04-14,,10,9.0,2.0
2021-04-15,,10,9.0,2.0
2021-04-16,,10,9.0,2.0
2021-04-17,,8,8.0,2.0
2021-04-18,,7,8.0,2.0
2021-04-19,,8,9.0,2.0
2021-04-20,,8,9.0,2.0
2021-04-21,,8,9.0,2.0
2021-04-22,,8,9.0,2.0
2021-04-23,,8,9.0,2.0
2021-04-24,,8,9.0,2.0
2021-04-25,,7,9.0,2.0
2021-04-26,,8,9.0,2.0
2021-04-27,,9,9.0,2.0
2021-04-28,,9,10.0,3.0
2021-04-29,,9,9.0,2.0
2021-04-30,,10,9.0,2.0
2021-05-01,,8,9.0,2.0
2021-05-02,,7,8.0,2.0
2021-05-03,,8,9.0,2.0
2021-05-04,,10,9.0,3.0
2021-05-05,,10,9.0,2.0
2021-05-06,,11,9.0,2.0
2021-05-07,,10,8.0,2.0
2021-05-08,,8,8.0,2.0
2021-05-09,,7,9.0,2.0
2021-05-10,,10,18.0,2.0
2021-05-11,,10,18.0,2.0
2021-05-12,,10,18.0,2.0
2021-05-13,,11,12.0,2.0
2021-05-14,,11,11.0,2.0
2021-05-15,,9,8.0,2.0
2021-05-16,,8,8.0,2.0
2021-05-17,,9,9.0,2.0
2021-05-18,,10,9.0,2.0
2021-05-19,,9,8.0,2.0
2021-05-20,,10,8.0,2.0
2021-05-21,,9,9.0,2.0
2021-05-22,,8,7.0,2.0
2021-05-23,,7,7.0,2.0
2021-05-24,,8,8.0,2.0
2021-05-25,,9,8.0,2.0
2021-05-26,,9,8.0,2.0
2021-05-27,,9,7.0,2.0
2021-05-28,,9,8.0,2.0
2021-05-29,,8,7.0,2.0
2021-05-30,,7,7.0,2.0
2021-05-31,,8,7.0,2.0
2021-06-01,,8,8.0,2.0
2021-06-02,,9,8.0,2.0
2021-06-03,,9,7.0,2.0
2021-06-04,,9,7.0,2.0
2021-06-05,,8,7.0,2.0
2021-06-06,,7,6.0,2.0
2021-06-07,,8,7.0,2.0
2021-06-08,,9,7.0,2.0
2021-06-09,,9,7.0,2.0
2021-06-10,,10,7.0,2.0
2021-06-11,,11,7.0,2.0
2021-06-12,,9,6.0,2.0
2021-06-13,,8,6.0,1.0
2021-06-14,,9,7.0,2.0
2021-06-15,,9,7.0,2.0
2021-06-16,,9,7.0,2.0
2021-06-17,,10,7.0,2.0
2021-06-18,,9,6.0,2.0
2021-06-19,,8,6.0,2.0
2021-06-20,,7,6.0,2.0
2021-06-21,,8,7.0,2.0
2021-06-22,,10,20.0,2.0
2021-06-23,,10,8.0,2.0
2021-06-24,,10,7.0,2.0
2021-06-25,,9,6.0,2.0
2021-06-26,,8,7.0,2.0
2021-06-27,,8,6.0,2.0
2021-06-28,,9,7.0,2.0
2021-06-29,,10,7.0,2.0
2021-06-30,,10,7.0,2.0
2021-06-30,,33,22.0,6.0
2021-07-01,,29,22.0,5.0
2021-07-02,,28,21.0,6.0
2021-07-03,,26,20.0,5.0
2021-07-04,,24,20.0,5.0
2021-07-05,,28,22.0,5.0
2021-07-06,,31,22.0,6.0
2021-07-07,,29,22.0,6.0
2021-07-08,,32,24.0,6.0
2021-07-09,,34,23.0,6.0
2021-07-10,,29,21.0,5.0
2021-07-11,,22,19.0,4.0
2021-07-12,,34,22.0,7.0
2021-07-13,,34,24.0,8.0
2021-07-14,,31,24.0,7.0
2021-07-15,,32,23.0,6.0
2021-07-16,,35,22.0,6.0
2021-07-17,,30,22.0,6.0
2021-07-18,,26,20.0,5.0
2021-07-19,,31,24.0,7.0
2021-07-20,,33,24.0,7.0
2021-07-21,,31,23.0,7.0
2021-07-22,,32,25.0,7.0
2021-07-23,,35,23.0,7.0
2021-07-24,,28,22.0,6.0
2021-07-25,,26,21.0,6.0
2021-07-26,,29,24.0,8.0
2021-07-27,,30,24.0,7.0
2021-07-28,,34,25.0,8.0
2021-07-29,,34,25.0,8.0
2021-07-30,,30,24.0,8.0
2021-07-31,,26,21.0,7.0
2021-08-01,,23,23.0,6.0
2021-08-02,,28,24.0,7.0
2021-08-03,,32,25.0,8.0
2021-08-04,,33,100.0,8.0
2021-08-05,,33,49.0,9.0
2021-08-06,,33,26.0,8.0
2021-08-07,,27,24.0,7.0
2021-08-08,,26,22.0,7.0
2021-08-09,,31,25.0,8.0
2021-08-10,,32,26.0,8.0
2021-08-11,,31,26.0,8.0
2021-08-12,,34,26.0,9.0
2021-08-13,,32,25.0,8.0
2021-08-14,,28,23.0,7.0
2021-08-15,,25,21.0,7.0
2021-08-16,,27,25.0,7.0
2021-08-17,,29,26.0,8.0
2021-08-18,,30,27.0,9.0
2021-08-19,,32,26.0,9.0
2021-08-20,,29,36.0,8.0
2021-08-21,,27,21.0,7.0
2021-08-22,,21,19.0,6.0
2021-08-23,,50,28.0,9.0
2021-08-24,,49,26.0,11.0
2021-08-25,,40,25.0,9.0
2021-08-26,,35,24.0,8.0
2021-08-27,,29,24.0,7.0
2021-08-28,,24,23.0,6.0
2021-08-29,,21,20.0,6.0
2021-08-30,,28,34.0,8.0
2021-08-31,,26,26.0,7.0
2021-09-01,,26,27.0,7.0
2021-09-02,,24,28.0,7.0
2021-09-03,,23,23.0,6.0
2021-09-04,,20,21.0,5.0
2021-09-05,,17,18.0,5.0
2021-09-06,,18,22.0,5.0
2021-09-07,,21,23.0,6.0
2021-09-08,,21,24.0,6.0
2021-09-09,,21,23.0,7.0
2021-09-10,,21,21.0,10.0
2021-09-11,,18,20.0,6.0
2021-09-12,,15,19.0,6.0
2021-09-13,,21,23.0,8.0
2021-09-14,,20,22.0,7.0
2021-09-15,,19,23.0,6.0
2021-09-16,,20,22.0,7.0
2021-09-17,,21,24.0,7.0
2021-09-18,,20,20.0,6.0
2021-09-19,,17,16.0,5.0
2021-09-20,,22,22.0,6.0
2021-09-21,,20,21.0,6.0
2021-09-22,,18,21.0,6.0
2021-09-23,,21,21.0,6.0
2021-09-24,,21,19.0,5.0
2021-09-25,,16,16.0,4.0
2021-09-26,,13,15.0,4.0
2021-09-27,,19,22.0,5.0
2021-09-28,,20,19.0,6.0
2021-09-29,,19,19.0,5.0
2021-09-30,,18,19.0,6.0
2021-10-01,,16,17.0,5.0
2021-10-02,,14,15.0,5.0
2021-10-03,,12,14.0,4.0
2021-10-04,,16,18.0,5.0
2021-10-05,,20,18.0,5.0
2021-10-06,,18,19.0,5.0
2021-10-07,,21,18.0,6.0
2021-10-08,,18,17.0,5.0
2021-10-09,,13,14.0,5.0
2021-10-10,,12,14.0,4.0
2021-10-11,,14,17.0,5.0
2021-10-12,,14,17.0,5.0
2021-10-13,,16,16.0,5.0
2021-10-14,,16,16.0,5.0
2021-10-15,,15,15.0,5.0
2021-10-16,,12,20.0,4.0
2021-10-17,,12,20.0,4.0
2021-10-18,,14,18.0,5.0
2021-10-19,,15,16.0,5.0
2021-10-20,,15,18.0,5.0
2021-10-21,,18,19.0,6.0
2021-10-22,,18,18.0,5.0
2021-10-23,,13,13.0,4.0
2021-10-24,,11,13.0,4.0
2021-10-25,,16,17.0,5.0
2021-10-26,,17,18.0,5.0
2021-10-27,,17,18.0,5.0
2021-10-28,,16,18.0,5.0
2021-10-29,,16,15.0,4.0
2021-10-30,,12,14.0,3.0
2021-10-31,,11,12.0,3.0
2021-11-01,,12,15.0,4.0
2021-11-02,,15,16.0,5.0
2021-11-03,,17,17.0,5.0
2021-11-04,,17,16.0,6.0
2021-11-05,,27,15.0,6.0
2021-11-06,,31,13.0,4.0
2021-11-07,,19,14.0,4.0
2021-11-08,,19,17.0,5.0
2021-11-09,,20,17.0,5.0
2021-11-10,,17,16.0,5.0
2021-11-11,,16,17.0,4.0
2021-11-12,,16,16.0,4.0
2021-11-13,,12,15.0,4.0
2021-11-14,,12,13.0,4.0
2021-11-15,,16,18.0,4.0
2021-11-16,,17,18.0,5.0
2021-11-17,,18,18.0,5.0
2021-11-18,,17,18.0,4.0
2021-11-19,,18,16.0,5.0
2021-11-20,,13,13.0,4.0
2021-11-21,,12,13.0,3.0
2021-11-22,,15,19.0,4.0
2021-11-23,,15,18.0,4.0
2021-11-24,,15,19.0,4.0
2021-11-25,,15,18.0,3.0
2021-11-26,,16,19.0,4.0
2021-11-27,,14,16.0,4.0
2021-11-28,,12,17.0,4.0
2021-11-29,,19,21.0,5.0
2021-11-30,,19,21.0,6.0
2021-12-01,,19,20.0,5.0
2021-12-02,,18,20.0,5.0
2021-12-03,,18,18.0,5.0
2021-12-04,,14,16.0,4.0
2021-12-05,,12,14.0,3.0
2021-12-06,,15,19.0,4.0
2021-12-07,,15,18.0,4.0
2021-12-08,,21,18.0,5.0
2021-12-09,,19,18.0,4.0
2021-12-10,,17,16.0,4.0
2021-12-11,,13,12.0,4.0
2021-12-12,,13,14.0,3.0
2021-12-13,,17,47.0,4.0
2021-12-14,,21,59.0,5.0
2021-12-15,,20,39.0,5.0
2021-12-16,,20,31.0,4.0
2021-12-17,,20,38.0,5.0
2021-12-18,,17,20.0,4.0
2021-12-19,,14,16.0,4.0
2021-12-20,,22,21.0,5.0
2021-12-21,,22,21.0,5.0
2021-12-22,,22,21.0,5.0
2021-12-23,,21,21.0,4.0
2021-12-24,,13,19.0,4.0
2021-12-25,,10,16.0,3.0
2021-12-26,,11,16.0,3.0
2021-12-27,,15,21.0,4.0
2021-12-28,,18,23.0,4.0
2021-12-29,,18,24.0,5.0
2021-12-30,,16,25.0,5.0
2021-12-31,,11,21.0,4.0
2022-01-01,,11,17.0,3.0
2022-01-01,,14,23.0,4.0
2022-01-02,,15,29.0,4.0
2022-01-03,,22,37.0,6.0
2022-01-04,,37,60.0,10.0
2022-01-05,,23,36.0,7.0
2022-01-06,,22,36.0,6.0
2022-01-07,,27,41.0,7.0
2022-01-08,,22,37.0,6.0
2022-01-09,,20,34.0,6.0
2022-01-10,,24,41.0,7.0
2022-01-11,,26,39.0,6.0
2022-01-12,,29,38.0,6.0
2022-01-13,,22,32.0,5.0
2022-01-14,,18,27.0,5.0
2022-01-15,,18,31.0,5.0
2022-01-16,,14,25.0,4.0
2022-01-17,,17,36.0,5.0
2022-01-18,,17,69.0,5.0
2022-01-19,,18,86.0,5.0
2022-01-20,,19,100.0,5.0
2022-01-21,,16,91.0,5.0
2022-01-22,,16,47.0,4.0
2022-01-23,,12,28.0,4.0
2022-01-24,,12,28.0,4.0
2022-01-25,,14,28.0,5.0
2022-01-26,,13,24.0,4.0
2022-01-27,,14,24.0,4.0
2022-01-28,,14,25.0,4.0
2022-01-29,,12,22.0,4.0
2022-01-30,,10,19.0,3.0
2022-01-31,,12,24.0,4.0
2022-02-01,,14,23.0,4.0
2022-02-02,,13,24.0,4.0
2022-02-03,,12,23.0,4.0
2022-02-04,,11,21.0,3.0
2022-02-05,,10,16.0,3.0
2022-02-06,,9,15.0,3.0
2022-02-07,,11,20.0,4.0
2022-02-08,,12,22.0,4.0
2022-02-09,,11,22.0,4.0
2022-02-10,,9,17.0,3.0
2022-02-11,,12,19.0,4.0
2022-02-12,,9,16.0,3.0
2022-02-13,,8,16.0,3.0
2022-02-14,,9,20.0,3.0
2022-02-15,,9,22.0,4.0
2022-02-16,,9,22.0,3.0
2022-02-17,,8,20.0,3.0
2022-02-18,,9,19.0,3.0
2022-02-19,,7,16.0,3.0
2022-02-20,,6,18.0,3.0
2022-02-21,,8,21.0,3.0
2022-02-22,,8,20.0,3.0
2022-02-23,,9,20.0,3.0
2022-02-24,,8,17.0,3.0
2022-02-25,,7,16.0,3.0
2022-02-26,,5,15.0,2.0
2022-02-27,,5,14.0,2.0
2022-02-28,,7,17.0,3.0
2022-03-01,,8,17.0,3.0
2022-03-02,,11,17.0,3.0
2022-03-03,,10,17.0,3.0
2022-03-04,,10,15.0,3.0
2022-03-05,,9,14.0,2.0
2022-03-06,,7,13.0,2.0
2022-03-07,,9,16.0,3.0
2022-03-08,,10,16.0,3.0
2022-03-09,,8,15.0,3.0
2022-03-10,,8,16.0,3.0
2022-03-11,,9,15.0,3.0
2022-03-12,,7,12.0,2.0
2022-03-13,,6,13.0,2.0
2022-03-14,,8,16.0,3.0
2022-03-15,,8,16.0,3.0
2022-03-16,,7,16.0,3.0
2022-03-17,,6,15.0,3.0
2022-03-18,,7,14.0,2.0
2022-03-19,,5,12.0,2.0
2022-03-20,,4,12.0,2.0
2022-03-21,,6,16.0,3.0
2022-03-22,,7,15.0,3.0
2022-03-23,,9,15.0,3.0
